complaint_id,category,from_dept,to_dept,transfer_date,resolved,days_open
20380518,Electrical,Municipal Corp,Town Planning Dept,2023-09-28,True,58
20380448,Electrical,Electrical Dept,Municipal Corp,2023-08-19,False,18
20380448,Electrical,Municipal Corp,Town Planning Dept,2023-09-06,True,36
20380380,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-08-23,False,22
20380380,Solid Waste (Garbage) Related,Municipal Corp,Municipal Corp,2023-09-14,True,44
20380263,Electrical,Electrical Dept,Town Planning Dept,2023-08-04,False,4
20380263,Electrical,Town Planning Dept,Municipal Corp,2023-08-08,True,8
20380259,Electrical,Electrical Dept,Town Planning Dept,2023-08-18,False,18
20380259,Electrical,Town Planning Dept,PWD,2023-09-05,True,36
20380256,Electrical,Electrical Dept,PWD,2023-08-17,False,17
20380256,Electrical,PWD,PWD,2023-09-03,True,34
20380221,Electrical,Electrical Dept,Town Planning Dept,2023-09-29,True,60
20380179,Forest,Forest Dept,Municipal Corp,2023-09-20,True,51
20380156,Road Maintenance(Engg),PWD,Town Planning Dept,2023-08-29,False,29
20380156,Road Maintenance(Engg),Town Planning Dept,SWD Dept,2023-09-27,True,58
20380070,Electrical,Electrical Dept,PWD,2023-08-09,False,9
20380070,Electrical,PWD,Municipal Corp,2023-08-18,True,18
20379957,Health Dept,Health Dept,Municipal Corp,2023-08-11,False,11
20379957,Health Dept,Municipal Corp,Municipal Corp,2023-08-22,True,22
20379947,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-08-20,False,20
20379947,Solid Waste (Garbage) Related,PWD,Health Dept,2023-09-09,True,40
20379924,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-08-27,False,27
20379924,Solid Waste (Garbage) Related,Municipal Corp,PWD,2023-09-23,True,54
20379900,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-08-07,True,7
20379760,Road Maintenance(Engg),PWD,Town Planning Dept,2023-08-02,False,3
20379760,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-08-05,True,6
20379586,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-08-16,False,17
20379586,Solid Waste (Garbage) Related,Health Dept,Municipal Corp,2023-09-02,True,34
20379577,Road Maintenance(Engg),PWD,Town Planning Dept,2023-09-17,True,49
20379486,Forest,Forest Dept,Municipal Corp,2023-08-06,False,7
20379486,Forest,Municipal Corp,Parks Dept,2023-08-13,True,14
20379477,Forest,Forest Dept,Parks Dept,2023-08-09,False,10
20379477,Forest,Parks Dept,Municipal Corp,2023-08-19,True,20
20379463,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-08-07,True,8
20379395,Electrical,Electrical Dept,Town Planning Dept,2023-08-23,False,25
20379395,Electrical,Town Planning Dept,Municipal Corp,2023-09-17,True,50
20379344,Electrical,Electrical Dept,Municipal Corp,2023-08-21,False,23
20379344,Electrical,Municipal Corp,Town Planning Dept,2023-09-13,True,46
20379311,Electrical,Electrical Dept,Municipal Corp,2023-08-03,True,5
20379272,Electrical,Electrical Dept,Municipal Corp,2023-08-02,False,4
20379272,Electrical,Municipal Corp,Town Planning Dept,2023-08-06,True,8
20379261,Electrical,Electrical Dept,Town Planning Dept,2023-09-05,True,38
20379212,Electrical,Electrical Dept,Municipal Corp,2023-07-31,False,2
20379212,Electrical,Municipal Corp,Town Planning Dept,2023-08-02,True,4
20379118,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-08-26,False,28
20379118,Solid Waste (Garbage) Related,Health Dept,Municipal Corp,2023-09-23,True,56
20379034,Electrical,Electrical Dept,Municipal Corp,2023-09-02,True,35
20379023,Road Maintenance(Engg),PWD,Town Planning Dept,2023-08-27,True,29
20379021,Electrical,Electrical Dept,PWD,2023-08-09,True,11
20378978,Electrical,Electrical Dept,Municipal Corp,2023-08-10,False,12
20378978,Electrical,Municipal Corp,PWD,2023-08-22,True,24
20378857,Electrical,Electrical Dept,Town Planning Dept,2023-09-12,True,46
20378820,Forest,Forest Dept,PWD,2023-08-06,True,9
20378797,Electrical,Electrical Dept,Town Planning Dept,2023-09-10,True,44
20378695,Electrical,Electrical Dept,PWD,2023-08-30,True,33
20378649,Electrical,Electrical Dept,Town Planning Dept,2023-09-11,True,45
20378577,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-08-28,True,31
20378560,Electrical,Electrical Dept,Municipal Corp,2023-08-27,False,30
20378560,Electrical,Municipal Corp,Municipal Corp,2023-09-26,True,60
20378550,Electrical,Electrical Dept,Municipal Corp,2023-08-10,True,13
20378474,veterinary,Veterinary Dept,Municipal Corp,2023-08-09,False,13
20378474,veterinary,Municipal Corp,Municipal Corp,2023-08-22,True,26
20378449,Electrical,Electrical Dept,PWD,2023-08-16,True,20
20378413,Electrical,Electrical Dept,Town Planning Dept,2023-08-16,True,20
20378394,Electrical,Electrical Dept,Town Planning Dept,2023-08-23,False,27
20378394,Electrical,Town Planning Dept,Municipal Corp,2023-09-19,True,54
20378298,Electrical,Electrical Dept,Town Planning Dept,2023-08-05,False,9
20378298,Electrical,Town Planning Dept,Town Planning Dept,2023-08-14,True,18
20378282,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-09-17,True,52
20378206,veterinary,Veterinary Dept,Health Dept,2023-08-19,False,23
20378206,veterinary,Health Dept,Health Dept,2023-09-11,True,46
20378061,Electrical,Electrical Dept,Municipal Corp,2023-08-10,False,14
20378061,Electrical,Municipal Corp,Municipal Corp,2023-08-24,True,28
20378037,Road Maintenance(Engg),PWD,SWD Dept,2023-08-18,False,22
20378037,Road Maintenance(Engg),SWD Dept,Town Planning Dept,2023-09-09,True,44
20377933,Electrical,Electrical Dept,PWD,2023-08-23,True,28
20377825,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-08-24,True,29
20377807,Electrical,Electrical Dept,Town Planning Dept,2023-08-09,False,14
20377807,Electrical,Town Planning Dept,Town Planning Dept,2023-08-23,True,28
20377760,Road Maintenance(Engg),PWD,Municipal Corp,2023-09-17,True,53
20377717,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-08-01,True,6
20377699,Electrical,Electrical Dept,PWD,2023-07-31,True,5
20377631,Electrical,Electrical Dept,Municipal Corp,2023-08-02,True,7
20377580,Electrical,Electrical Dept,PWD,2023-08-13,False,18
20377580,Electrical,PWD,Town Planning Dept,2023-08-31,True,36
20377562,Forest,Forest Dept,PWD,2023-08-11,False,16
20377562,Forest,PWD,Municipal Corp,2023-08-27,True,32
20377449,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-09-08,True,45
20377366,Road Maintenance(Engg),PWD,Town Planning Dept,2023-08-16,True,22
20377258,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-07-30,False,5
20377258,Solid Waste (Garbage) Related,PWD,Health Dept,2023-08-04,True,10
20377205,Electrical,Electrical Dept,PWD,2023-09-02,True,39
20377117,Road Maintenance(Engg),PWD,SWD Dept,2023-08-15,False,21
20377117,Road Maintenance(Engg),SWD Dept,SWD Dept,2023-09-05,True,42
20377067,Electrical,Electrical Dept,Town Planning Dept,2023-08-17,True,24
20377030,Electrical,Electrical Dept,Municipal Corp,2023-08-18,False,25
20377030,Electrical,Municipal Corp,Municipal Corp,2023-09-12,True,50
20377013,Electrical,Electrical Dept,PWD,2023-08-03,True,10
20376969,Electrical,Electrical Dept,Town Planning Dept,2023-08-27,True,34
20376961,Electrical,Electrical Dept,Town Planning Dept,2023-08-17,True,24
20376960,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-08-05,True,12
20376907,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-09-11,True,49
20376856,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-08-29,True,36
20376815,Road Maintenance(Engg),PWD,Municipal Corp,2023-07-31,False,7
20376815,Road Maintenance(Engg),Municipal Corp,Town Planning Dept,2023-08-07,True,14
20376586,veterinary,Veterinary Dept,Health Dept,2023-08-17,False,25
20376586,veterinary,Health Dept,Health Dept,2023-09-11,True,50
20376570,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-08-20,False,28
20376570,Solid Waste (Garbage) Related,Municipal Corp,Municipal Corp,2023-09-17,True,56
20376397,Road Maintenance(Engg),PWD,SWD Dept,2023-08-12,True,21
20376336,Electrical,Electrical Dept,PWD,2023-08-27,True,36
20376216,Electrical,Electrical Dept,PWD,2023-07-26,False,4
20376216,Electrical,PWD,Town Planning Dept,2023-07-30,True,8
20376212,Road Maintenance(Engg),PWD,Town Planning Dept,2023-08-19,True,28
20376211,Electrical,Electrical Dept,Municipal Corp,2023-08-18,False,27
20376211,Electrical,Municipal Corp,Town Planning Dept,2023-09-14,True,54
20376156,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-08-10,True,19
20376155,Road Maintenance(Engg),PWD,Town Planning Dept,2023-07-29,True,7
20376113,Road Maintenance(Engg),PWD,Municipal Corp,2023-07-29,True,7
20376106,Road Maintenance(Engg),PWD,Town Planning Dept,2023-08-05,False,14
20376106,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-08-19,True,28
20376030,Electrical,Electrical Dept,Town Planning Dept,2023-08-30,True,40
20376014,Health Dept,Health Dept,Municipal Corp,2023-07-30,False,9
20376014,Health Dept,Municipal Corp,Sanitation Dept,2023-08-08,True,18
20375981,Electrical,Electrical Dept,PWD,2023-08-15,False,25
20375981,Electrical,PWD,PWD,2023-09-09,True,50
20375869,Forest,Forest Dept,Municipal Corp,2023-08-31,True,41
20375633,Forest,Forest Dept,PWD,2023-08-27,True,37
20375580,veterinary,Veterinary Dept,Health Dept,2023-08-05,True,16
20375568,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-08-19,True,30
20375534,Electrical,Electrical Dept,PWD,2023-08-19,False,30
20375534,Electrical,PWD,PWD,2023-09-18,True,60
20375412,Electrical,Electrical Dept,Town Planning Dept,2023-07-25,False,5
20375412,Electrical,Town Planning Dept,PWD,2023-07-30,True,10
20375390,Electrical,Electrical Dept,Municipal Corp,2023-08-17,True,28
20375321,Electrical,Electrical Dept,PWD,2023-08-09,False,20
20375321,Electrical,PWD,Town Planning Dept,2023-08-29,True,40
20375263,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-08-23,True,34
20375224,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-08-16,False,27
20375224,Solid Waste (Garbage) Related,Health Dept,PWD,2023-09-12,True,54
20375188,Road Maintenance(Engg),PWD,Town Planning Dept,2023-08-03,True,14
20375083,Electrical,Electrical Dept,Municipal Corp,2023-07-22,False,3
20375083,Electrical,Municipal Corp,Town Planning Dept,2023-07-25,True,6
20375059,Electrical,Electrical Dept,Town Planning Dept,2023-08-10,False,22
20375059,Electrical,Town Planning Dept,Municipal Corp,2023-09-01,True,44
20375036,Electrical,Electrical Dept,Town Planning Dept,2023-07-21,False,2
20375036,Electrical,Town Planning Dept,PWD,2023-07-23,True,4
20374943,Electrical,Electrical Dept,Municipal Corp,2023-07-24,False,5
20374943,Electrical,Municipal Corp,Town Planning Dept,2023-07-29,True,10
20374841,Electrical,Electrical Dept,PWD,2023-08-19,True,31
20374819,Forest,Forest Dept,PWD,2023-08-02,True,14
20374816,Forest,Forest Dept,Parks Dept,2023-07-24,False,5
20374816,Forest,Parks Dept,Parks Dept,2023-07-29,True,10
20374804,Road Maintenance(Engg),PWD,Municipal Corp,2023-08-12,False,24
20374804,Road Maintenance(Engg),Municipal Corp,Municipal Corp,2023-09-05,True,48
20374603,Electrical,Electrical Dept,Municipal Corp,2023-08-29,True,42
20374453,Electrical,Electrical Dept,PWD,2023-09-01,True,45
20374387,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-08-29,True,42
20374361,veterinary,Veterinary Dept,Health Dept,2023-08-19,True,32
20374353,veterinary,Veterinary Dept,Municipal Corp,2023-08-10,True,23
20374340,Electrical,Electrical Dept,PWD,2023-08-15,False,28
20374340,Electrical,PWD,Town Planning Dept,2023-09-12,True,56
20374323,Road Maintenance(Engg),PWD,Municipal Corp,2023-07-30,False,12
20374323,Road Maintenance(Engg),Municipal Corp,Municipal Corp,2023-08-11,True,24
20374308,Electrical,Electrical Dept,Municipal Corp,2023-07-27,True,9
20374279,Health Dept,Health Dept,Sanitation Dept,2023-09-10,True,54
20374151,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-07-28,True,11
20374096,Electrical,Electrical Dept,PWD,2023-08-03,False,17
20374096,Electrical,PWD,PWD,2023-08-20,True,34
20374056,Electrical,Electrical Dept,PWD,2023-08-25,True,39
20373972,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-08-19,True,33
20373774,Electrical,Electrical Dept,Municipal Corp,2023-07-26,False,10
20373774,Electrical,Municipal Corp,Municipal Corp,2023-08-05,True,20
20373746,Electrical,Electrical Dept,Town Planning Dept,2023-09-10,True,56
20373742,Electrical,Electrical Dept,Town Planning Dept,2023-08-13,False,28
20373742,Electrical,Town Planning Dept,Town Planning Dept,2023-09-10,True,56
20373714,Electrical,Electrical Dept,PWD,2023-08-03,True,18
20373706,Electrical,Electrical Dept,Town Planning Dept,2023-07-26,True,10
20373624,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-08-12,True,27
20373477,Electrical,Electrical Dept,PWD,2023-09-01,True,48
20373423,Road Maintenance(Engg),PWD,Town Planning Dept,2023-08-12,False,28
20373423,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-09-09,True,56
20373282,Health Dept,Health Dept,Municipal Corp,2023-08-13,False,29
20373282,Health Dept,Municipal Corp,Sanitation Dept,2023-09-11,True,58
20373256,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-08-18,True,34
20373196,Road Maintenance(Engg),PWD,Town Planning Dept,2023-07-27,True,12
20373155,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-09-11,True,58
20373102,Electrical,Electrical Dept,PWD,2023-07-31,True,17
20373013,Electrical,Electrical Dept,Town Planning Dept,2023-08-07,False,24
20373013,Electrical,Town Planning Dept,Town Planning Dept,2023-08-31,True,48
20373001,Electrical,Electrical Dept,Town Planning Dept,2023-08-25,True,42
20372994,Electrical,Electrical Dept,Municipal Corp,2023-08-11,False,28
20372994,Electrical,Municipal Corp,Municipal Corp,2023-09-08,True,56
20372988,veterinary,Veterinary Dept,Municipal Corp,2023-07-31,True,17
20372943,Electrical,Electrical Dept,PWD,2023-07-24,True,10
20372845,Road Maintenance(Engg),PWD,Municipal Corp,2023-07-21,True,7
20372773,Electrical,Electrical Dept,Town Planning Dept,2023-07-29,True,15
20372659,Road Maintenance(Engg),PWD,SWD Dept,2023-08-11,False,28
20372659,Road Maintenance(Engg),SWD Dept,Municipal Corp,2023-09-08,True,56
20372599,Electrical,Electrical Dept,PWD,2023-07-16,False,3
20372599,Electrical,PWD,Town Planning Dept,2023-07-19,True,6
20372584,Electrical,Electrical Dept,PWD,2023-07-21,False,8
20372584,Electrical,PWD,Municipal Corp,2023-07-29,True,16
20372462,veterinary,Veterinary Dept,Municipal Corp,2023-08-04,True,22
20372386,Electrical,Electrical Dept,Municipal Corp,2023-07-20,False,7
20372386,Electrical,Municipal Corp,Town Planning Dept,2023-07-27,True,14
20372355,Electrical,Electrical Dept,PWD,2023-08-28,True,46
20372352,Electrical,Electrical Dept,Town Planning Dept,2023-07-28,False,15
20372352,Electrical,Town Planning Dept,PWD,2023-08-12,True,30
20372314,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-07-23,True,10
20372251,Electrical,Electrical Dept,PWD,2023-07-19,False,6
20372251,Electrical,PWD,Municipal Corp,2023-07-25,True,12
20372213,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-08-27,True,45
20372101,Electrical,Electrical Dept,Town Planning Dept,2023-08-10,True,29
20372005,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-07-29,False,17
20372005,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-08-15,True,34
20371879,Electrical,Electrical Dept,Town Planning Dept,2023-08-01,False,20
20371879,Electrical,Town Planning Dept,PWD,2023-08-21,True,40
20371870,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-07-23,False,11
20371870,Solid Waste (Garbage) Related,Health Dept,Health Dept,2023-08-03,True,22
20371864,Road Maintenance(Engg),PWD,Town Planning Dept,2023-08-02,False,21
20371864,Road Maintenance(Engg),Town Planning Dept,Town Planning Dept,2023-08-23,True,42
20371859,Road Maintenance(Engg),PWD,Municipal Corp,2023-07-16,False,4
20371859,Road Maintenance(Engg),Municipal Corp,SWD Dept,2023-07-20,True,8
20371787,Electrical,Electrical Dept,Town Planning Dept,2023-08-08,False,27
20371787,Electrical,Town Planning Dept,Municipal Corp,2023-09-04,True,54
20371774,Road Maintenance(Engg),PWD,Town Planning Dept,2023-07-23,True,11
20371702,Electrical,Electrical Dept,Town Planning Dept,2023-08-03,True,22
20371669,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-09-03,True,53
20371587,Electrical,Electrical Dept,Municipal Corp,2023-07-24,False,13
20371587,Electrical,Municipal Corp,Municipal Corp,2023-08-06,True,26
20371538,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-08-22,True,42
20371507,Forest,Forest Dept,Parks Dept,2023-08-01,False,21
20371507,Forest,Parks Dept,PWD,2023-08-22,True,42
20371442,Electrical,Electrical Dept,Town Planning Dept,2023-07-31,False,20
20371442,Electrical,Town Planning Dept,Municipal Corp,2023-08-20,True,40
20371372,Road Maintenance(Engg),PWD,Municipal Corp,2023-09-07,True,58
20371314,Health Dept,Health Dept,Municipal Corp,2023-07-19,False,8
20371314,Health Dept,Municipal Corp,Sanitation Dept,2023-07-27,True,16
20371148,Electrical,Electrical Dept,Municipal Corp,2023-07-18,True,8
20371113,Road Maintenance(Engg),PWD,SWD Dept,2023-07-16,True,6
20370990,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-07-12,False,2
20370990,Solid Waste (Garbage) Related,Municipal Corp,PWD,2023-07-14,True,4
20370929,Electrical,Electrical Dept,Municipal Corp,2023-09-04,True,56
20370907,Road Maintenance(Engg),PWD,Town Planning Dept,2023-08-04,False,25
20370907,Road Maintenance(Engg),Town Planning Dept,Municipal Corp,2023-08-29,True,50
20370822,Electrical,Electrical Dept,Municipal Corp,2023-07-15,True,6
20370809,Electrical,Electrical Dept,Municipal Corp,2023-09-01,True,54
20370730,Road Maintenance(Engg),PWD,Municipal Corp,2023-07-13,False,4
20370730,Road Maintenance(Engg),Municipal Corp,SWD Dept,2023-07-17,True,8
20370667,Electrical,Electrical Dept,Municipal Corp,2023-07-30,False,21
20370667,Electrical,Municipal Corp,PWD,2023-08-20,True,42
20370666,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-07-21,False,12
20370666,Solid Waste (Garbage) Related,Health Dept,Health Dept,2023-08-02,True,24
20370637,Road Maintenance(Engg),PWD,SWD Dept,2023-08-05,False,27
20370637,Road Maintenance(Engg),SWD Dept,Municipal Corp,2023-09-01,True,54
20370454,Road Maintenance(Engg),PWD,SWD Dept,2023-07-16,False,8
20370454,Road Maintenance(Engg),SWD Dept,SWD Dept,2023-07-24,True,16
20370424,veterinary,Veterinary Dept,Health Dept,2023-07-17,False,9
20370424,veterinary,Health Dept,Municipal Corp,2023-07-26,True,18
20370312,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-08-02,False,25
20370312,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-08-27,True,50
20370308,Electrical,Electrical Dept,Town Planning Dept,2023-07-24,True,16
20370108,Electrical,Electrical Dept,Town Planning Dept,2023-08-25,True,49
20369889,Road Maintenance(Engg),PWD,SWD Dept,2023-08-05,False,29
20369889,Road Maintenance(Engg),SWD Dept,Town Planning Dept,2023-09-03,True,58
20369885,Electrical,Electrical Dept,PWD,2023-08-19,True,43
20369859,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-08-21,True,45
20369814,Electrical,Electrical Dept,Municipal Corp,2023-08-11,True,36
20369645,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-08-01,False,26
20369645,Solid Waste (Garbage) Related,Health Dept,Health Dept,2023-08-27,True,52
20369501,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-07-18,False,12
20369501,Solid Waste (Garbage) Related,Health Dept,PWD,2023-07-30,True,24
20369459,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-09-01,True,57
20369414,Electrical,Electrical Dept,Municipal Corp,2023-07-21,False,16
20369414,Electrical,Municipal Corp,PWD,2023-08-06,True,32
20369371,Electrical,Electrical Dept,Town Planning Dept,2023-07-25,True,20
20369365,Electrical,Electrical Dept,PWD,2023-08-01,True,27
20369196,Forest,Forest Dept,Parks Dept,2023-08-25,True,51
20369187,Electrical,Electrical Dept,PWD,2023-08-03,True,29
20369085,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-07-12,False,7
20369085,Solid Waste (Garbage) Related,Municipal Corp,Municipal Corp,2023-07-19,True,14
20369020,Electrical,Electrical Dept,Town Planning Dept,2023-07-17,False,13
20369020,Electrical,Town Planning Dept,PWD,2023-07-30,True,26
20368977,Electrical,Electrical Dept,PWD,2023-08-31,True,58
20368912,veterinary,Veterinary Dept,Municipal Corp,2023-07-19,True,15
20368866,Electrical,Electrical Dept,Municipal Corp,2023-08-29,True,56
20368850,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-07-07,False,3
20368850,Solid Waste (Garbage) Related,Municipal Corp,Municipal Corp,2023-07-10,True,6
20368816,Road Maintenance(Engg),PWD,Municipal Corp,2023-07-13,True,9
20368725,Forest,Forest Dept,Parks Dept,2023-08-02,True,29
20368667,Road Maintenance(Engg),PWD,Town Planning Dept,2023-08-13,True,40
20368653,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-07-25,False,21
20368653,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-08-15,True,42
20368600,Electrical,Electrical Dept,Town Planning Dept,2023-08-04,True,32
20368591,Electrical,Electrical Dept,PWD,2023-08-15,True,43
20368522,Electrical,Electrical Dept,Municipal Corp,2023-07-11,True,8
20368510,Electrical,Electrical Dept,Municipal Corp,2023-07-12,False,9
20368510,Electrical,Municipal Corp,PWD,2023-07-21,True,18
20368300,Road Maintenance(Engg),PWD,Municipal Corp,2023-07-26,False,23
20368300,Road Maintenance(Engg),Municipal Corp,Municipal Corp,2023-08-18,True,46
20368222,Road Maintenance(Engg),PWD,Town Planning Dept,2023-07-13,True,11
20368207,Electrical,Electrical Dept,Town Planning Dept,2023-07-22,False,20
20368207,Electrical,Town Planning Dept,PWD,2023-08-11,True,40
20368205,Electrical,Electrical Dept,PWD,2023-07-10,True,8
20368016,Health Dept,Health Dept,Sanitation Dept,2023-08-03,True,32
20367994,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-07-29,False,28
20367994,Solid Waste (Garbage) Related,PWD,PWD,2023-08-26,True,56
20367928,Electrical,Electrical Dept,Municipal Corp,2023-07-09,False,8
20367928,Electrical,Municipal Corp,Municipal Corp,2023-07-17,True,16
20367809,Electrical,Electrical Dept,Town Planning Dept,2023-07-16,True,15
20367618,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-07-06,False,5
20367618,Solid Waste (Garbage) Related,Municipal Corp,Health Dept,2023-07-11,True,10
20367580,Electrical,Electrical Dept,PWD,2023-07-27,False,27
20367580,Electrical,PWD,PWD,2023-08-23,True,54
20367549,Electrical,Electrical Dept,PWD,2023-07-23,False,23
20367549,Electrical,PWD,Municipal Corp,2023-08-15,True,46
20367519,Road Maintenance(Engg),PWD,Municipal Corp,2023-07-08,False,8
20367519,Road Maintenance(Engg),Municipal Corp,Municipal Corp,2023-07-16,True,16
20367465,Electrical,Electrical Dept,PWD,2023-07-08,False,8
20367465,Electrical,PWD,Municipal Corp,2023-07-16,True,16
20367364,Road Maintenance(Engg),PWD,Municipal Corp,2023-07-16,False,16
20367364,Road Maintenance(Engg),Municipal Corp,Municipal Corp,2023-08-01,True,32
20367242,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-08-27,True,58
20367197,veterinary,Veterinary Dept,Health Dept,2023-07-13,True,14
20367138,Electrical,Electrical Dept,PWD,2023-08-15,True,47
20367090,Electrical,Electrical Dept,Town Planning Dept,2023-07-25,False,26
20367090,Electrical,Town Planning Dept,Municipal Corp,2023-08-20,True,52
20367089,Electrical,Electrical Dept,PWD,2023-08-26,True,58
20367066,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-07-18,False,19
20367066,Solid Waste (Garbage) Related,PWD,Municipal Corp,2023-08-06,True,38
20367010,Electrical,Electrical Dept,PWD,2023-08-03,True,35
20367000,Electrical,Electrical Dept,Town Planning Dept,2023-07-29,True,30
20366995,Electrical,Electrical Dept,Town Planning Dept,2023-08-05,True,37
20366971,Electrical,Electrical Dept,PWD,2023-07-11,True,12
20366940,Solid Waste (Garbage) Related,Sanitation Dept,Health Dept,2023-07-14,True,15
20366912,Road Maintenance(Engg),PWD,Town Planning Dept,2023-07-12,True,13
20366886,Electrical,Electrical Dept,Town Planning Dept,2023-07-03,False,5
20366886,Electrical,Town Planning Dept,PWD,2023-07-08,True,10
20366511,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-08-24,True,57
20366486,Electrical,Electrical Dept,Town Planning Dept,2023-08-24,True,58
20366450,Electrical,Electrical Dept,Town Planning Dept,2023-07-09,False,12
20366450,Electrical,Town Planning Dept,Municipal Corp,2023-07-21,True,24
20366358,Forest,Forest Dept,PWD,2023-07-26,True,29
20366310,Electrical,Electrical Dept,PWD,2023-07-17,False,20
20366310,Electrical,PWD,PWD,2023-08-06,True,40
20366260,Forest,Forest Dept,Parks Dept,2023-07-08,False,11
20366260,Forest,Parks Dept,PWD,2023-07-19,False,22
20366260,Forest,PWD,PWD,2023-07-30,False,33
20366247,Solid Waste (Garbage) Related,Sanitation Dept,Municipal Corp,2023-07-03,False,6
20366247,Solid Waste (Garbage) Related,Municipal Corp,Health Dept,2023-07-09,True,12
20366226,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-08-07,True,41
20366196,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-07-08,True,11
20366171,Electrical,Electrical Dept,PWD,2023-08-21,True,55
20366112,Forest,Forest Dept,Municipal Corp,2023-07-06,False,9
20366112,Forest,Municipal Corp,Municipal Corp,2023-07-15,False,18
20366112,Forest,Municipal Corp,Municipal Corp,2023-07-24,False,27
20366068,Road Maintenance(Engg),PWD,SWD Dept,2023-07-17,False,20
20366068,Road Maintenance(Engg),SWD Dept,Municipal Corp,2023-08-06,True,40
20366055,Electrical,Electrical Dept,PWD,2023-07-12,True,16
20366012,Electrical,Electrical Dept,Town Planning Dept,2023-07-03,False,7
20366012,Electrical,Town Planning Dept,Town Planning Dept,2023-07-10,True,14
20366003,Electrical,Electrical Dept,PWD,2023-06-29,False,3
20366003,Electrical,PWD,PWD,2023-07-02,True,6
20365992,Electrical,Electrical Dept,Town Planning Dept,2023-07-04,True,8
20365960,Electrical,Electrical Dept,PWD,2023-07-07,False,11
20365960,Electrical,PWD,Municipal Corp,2023-07-18,True,22
20365959,Electrical,Electrical Dept,PWD,2023-07-24,False,28
20365959,Electrical,PWD,PWD,2023-08-21,True,56
20365931,Electrical,Electrical Dept,PWD,2023-07-25,False,29
20365931,Electrical,PWD,Town Planning Dept,2023-08-23,True,58
20365896,Electrical,Electrical Dept,Municipal Corp,2023-08-25,True,60
20365893,Solid Waste (Garbage) Related,Sanitation Dept,PWD,2023-07-20,True,24
